"source_file","old_url","suggested_new_path","status"
"src\pages\postgraduate\schedule.astro","https://inmech.kyiv.ua/doc/postgraduate/shedule/2025_2026/shedule_2025_2026_3.pdf","public/documents/postgraduate/schedule/2025-2026/year-3.pdf","to-download"
"src\pages\regulations.astro","https://inmech.kyiv.ua/doc/doc/stat_2023_1.pdf","public/documents/institute/statute/statute-2023.pdf","to-download"
"src\pages\regulations.astro","https://inmech.kyiv.ua/doc/doc/stat_2016.pdf","public/documents/institute/statute/statute-2016.pdf","to-download"
"src\pages\regulations.astro","https://inmech.kyiv.ua/doc/doc/stat_2003.pdf","public/documents/institute/statute/statute-2003.pdf","to-download"
"src\pages\scientific-cooperation.astro","https://inmech.kyiv.ua/l/ua/ns/doc/2026.03.12_Dogovor_IMP.pdf","public/documents/scientific-cooperation/2026-03-12-dogovor-imp.pdf","to-download"
"src\pages\scientific-cooperation.astro","https://inmech.kyiv.ua/l/ua/ns/doc/2026.02.13_KPI.pdf","public/documents/scientific-cooperation/2026-02-13-kpi.pdf","to-download"
"src\pages\scientific-cooperation.astro","https://inmech.kyiv.ua/l/ua/ns/doc/2026.02.27_KPI.pdf","public/documents/scientific-cooperation/2026-02-27-kpi.pdf","to-download"
"src\pages\scientific-cooperation.astro","https://inmech.kyiv.ua/l/ua/ns/doc/2025.12.26_NUK.pdf","public/documents/scientific-cooperation/2025-12-26-nuk.pdf","to-download"
"src\pages\scientific-cooperation.astro","https://inmech.kyiv.ua/l/ua/ns/doc/2025.01.01_VMURL.pdf","public/documents/scientific-cooperation/2025-01-01-vmurl.pdf","to-download"
"src\pages\scientific-cooperation.astro","https://inmech.kyiv.ua/l/ua/ns/doc/2025_NTU.pdf","public/documents/scientific-cooperation/2025-ntu.pdf","to-download"
"src\pages\scientific-cooperation.astro","https://inmech.kyiv.ua/l/ua/ns/doc/2024.05.02_NUBIP.pdf","public/documents/scientific-cooperation/2024-05-02-nubip.pdf","to-download"
"src\pages\scientific-cooperation.astro","https://inmech.kyiv.ua/l/ua/ns/doc/2025.04.17_KNU.pdf","public/documents/scientific-cooperation/2025-04-17-knu.pdf","to-download"
"src\pages\scientific-cooperation.astro","https://inmech.kyiv.ua/l/ua/ns/doc/2025.03.25_AGREEMENT_W%C3%BCrzburg.pdf","public/documents/scientific-cooperation/2025-03-25-agreement-wurzburg.pdf","to-download"
"src\pages\scientific-cooperation.astro","https://inmech.kyiv.ua/l/ua/ns/doc/2025.03.04_KNUBA.pdf","public/documents/scientific-cooperation/2025-03-04-knuba.pdf","to-download"
"src\pages\scientific-cooperation.astro","https://inmech.kyiv.ua/l/ua/ns/doc/2022.03.28_CICY.pdf","public/documents/scientific-cooperation/2022-03-28-cicy.pdf","to-download"
"src\pages\scientific-cooperation.astro","https://inmech.kyiv.ua/l/ua/ns/doc/2024.10.22_MNAU.pdf","public/documents/scientific-cooperation/2024-10-22-mnau.pdf","to-download"
"src\pages\scientific-cooperation.astro","https://inmech.kyiv.ua/l/ua/ns/doc/2025.08.05_plagiat.pdf","public/documents/scientific-cooperation/2025-08-05-plagiat.pdf","to-download"
"src\pages\scientific-cooperation.astro","https://inmech.kyiv.ua/l/ua/ns/doc/2026.01.15_GIDRO.pdf","public/documents/scientific-cooperation/2026-01-15-gidro.pdf","to-download"
"src\pages\strategy.astro","https://inmech.kyiv.ua/doc/doc/strategy.pdf","public/documents/institute/strategy/development-strategy-2021-2025.pdf","to-download"
"src\pages\young-scientists.astro","https://inmech.kyiv.ua/doc/young_scientists/doc1.pdf","public/documents/young-scientists/regulations/nasu-young-scientists-council-regulation.pdf","to-download"
"src\pages\young-scientists.astro","https://inmech.kyiv.ua/doc/young_scientists/doc2.pdf","public/documents/young-scientists/regulations/institute-young-scientists-council-regulation.pdf","to-download"
"src\pages\young-scientists.astro","https://inmech.kyiv.ua/doc/young_scientists/doc3.pdf","public/documents/young-scientists/regulations/scientific-and-technical-activity-law.pdf","to-download"
